source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude
Rappler,http://www.rappler.com/nation/103333-typhoon-ineng-baguio-landslide-blackout,7719,08/21/2015 12:00:00 AM,,"Kennon Road, Benguet",Kennon Road (due to landslide at Camp 2 and other rockfalls along the way),"Kennon Road, Benguet",5km,rock_fall,tropical_cyclone,medium,above_road,0.0,0.0,Ineng,http://newsinfo.inquirer.net/files/2015/08/20150824inl_contri01-660x371.jpg,,glc,7719.0,Philippines,PH,Cagayan Valley,0.0,Kabayan,8.37374,06/16/2016 10:38:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.6087,16.3668
newsinfo.inquirer,http://newsinfo.inquirer.net/66699/4-dead-in-ifugao-landslides,3994,09/27/2011 02:00:00 AM,,"Umalbong, Hingyon, Ifugao","Four people, including an eight-month-old boy, were killed when landslides triggered by heavy rains dumped by Typhoon Pedring (international name: Nesat) buried their homes  in two villages in Hingyon, Ifugao, Governor Eugene Balitang said Wednesday.Balitang said in a text message to the Inquirer that the landslides occurred in the villages of Umalbong and Mompolia.He said officials in Hingyon could not say when exactly the landslides occurred because of communication problems, but he said it could have happened between Tuesday night and early Wednesday as information he received showed that it was dark when mud and rocks buried the houses of two families.","Umalbong, Hingyon, Ifugao",10km,landslide,downpour,medium,unknown,4.0,,,,,glc,3994.0,Philippines,PH,Cordillera Administrative Region,2497.0,Banaue,6.52354,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,121.1024,16.8694
businessmirror.com,http://businessmirror.com.ph/home/regions/18960-urduja-causes-landslides-in-misor-flooding-in-cdo.html,1335,11/24/2009 12:00:00 AM,,Salay ,"CAGAYAN DE ORO CITY—Tropical Depression Urduja has caused massive landslides in Misamis Oriental and flooding in this regional center of Northern Mindanao. Landslides were also reported to have occurred in almost all 24 municipalities of Misamis Oriental, but the hardest hit were Lagonglong, Salay, Balingasag, Jasaan, Magsaysay, Binuangan, Balingoan, Tagoloan, Opol, Villanueva and Alubijid, said Sabugaa.",Salay ,5km,landslide,tropical_cyclone,medium,unknown,0.0,,Tropical Depression Urduja,,,glc,1335.0,Philippines,PH,Northern Mindanao,6428.0,Salay,0.13719,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,124.7893,8.8604
ubalert,http://www.ubalert.com/a/42982,3078,01/31/2011 12:00:00 AM,,"Talisayan, Misamis Oriental","Flooding and landslide occurred in Gingoog City and Talisayan, all of Misamis Oriental on 31 January 2011 7:45 PM due to continuous heavy rains which resulted to overflowing of Kibaluyot River in Gingoog City and landslide at Barangays Pangpangon and Punta, Talisayan, Misamis Oriental A total of 159 families/801 persons were affected and evacuated in 5 barangays namely: Brgys 19, 20, Santiago, Brgys 18-A and 25 in Malinao, all of Gingoog City (156 families/786 persons) and Brgy. Poblacion in Talisayan (3 families/15 persons). Flood victims were evacuated to Brgy. Hall Stage, Multi-purpose Center, 2 Chapels and waiting shed.","Talisayan, Misamis Oriental",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,3078.0,Philippines,PH,Northern Mindanao,4616.0,Talisayan,9.3246,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,124.8974,8.9176
GMA Network,http://www.gmanetwork.com/news/story/569300/news/regions/landslide-hits-bontoc-in-mountain-province-road-obstruction-cleared,9182,06/07/2016 12:00:00 AM,,"Bontnoc-Baguio Road in Bontoc, Mountain Province, Philippines","Heavy rains last Tuesday caused a huge landslide in Bontoc, Mountain province, a report said Thursday. GMA News stringer Ferdie Castañeda reported on Unang Balita that Public Works' clearing operations began right after the landslide. Boulders and rocks covered some portions of the Bontoc-Baguio road, leaving several motorists stranded, the report said. As of posting time, the road was cleared for motorists who were advised to take extra precaution due to occasional rockfall and landslide when rain is heavy. Last May 4, just two days before the 2016 national polls, Public Works officials closed the Bontoc Tunnel due to a rockslide also triggered by heavy rains.","Bontnoc-Baguio Road in Bontoc, Mountain Province, Philippines",10km,rock_fall,downpour,medium,above_road,0.0,0.0,,https://youtu.be/ctbj8g7miZ4,,glc,9182.0,Philippines,PH,Cordillera,2132.0,Betwagan,1.65196,07/26/2016 03:21:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.9527,17.0898
www.gmanetwork.com,http://www.gmanetwork.com/news/story/296514/news/regions/23-families-affected-in-davao-del-sur-landslide,4766,02/25/2013 04:00:00 AM,,"Barangay Coronan, Santa Cruz, Davao Del Sur","At least 23 families were affected by a landslide that hit a village in Santa Cruz town in Davao del Sur last weekend, the National Disaster Risk Reduction and Management Council said Monday. n its 8 a.m. report, the NDRRMC said the landslide occurred at 4 a.m. last Saturday at Purok Cadena de Amor in Barangay Coronan in Santa Cruz.""The incident was triggered by the continuous moderate to heavy rain that had prevailed over the region,"" it said.","Barangay Coronan, Santa Cruz, Davao Del Sur",25km,landslide,rain,medium,unknown,,,,,,glc,4766.0,Philippines,PH,Davao,0.0,Santa Cruz,0.6295,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,125.4137,6.8426
gmanetwork,http://www.gmanetwork.com/news/story/244447/news/regions/ndrrmc-landslides-hit-negros-romblon-35-more-families-evacuated?ref=latest,4132,01/07/2012 12:00:00 AM,,"Taclobo in San Fernando town, Romblon","Two landslides in Romblon were recorded last Jan. 7 and 10 at a mining area in the mountains of Taclobo in San Fernando town, but there was no casualty reported.","Taclobo in San Fernando town, Romblon",10km,landslide,rain,medium,unknown,0.0,0.0,,,,glc,4132.0,Philippines,PH,Mimaropa,4782.0,Taclobo,4.57998,09/12/2014 08:22:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,122.56,12.34
gmanews,http://www.gmanews.tv/story/174355/40-landslides-in-the-cordillera-claim-over-250-lives,1234,10/08/2009 12:00:00 AM,,"Barangay Irisan, Baguio City","In densely populated Baguio City, where communities of shanties appear stacked on steep hillsides, 53 people were killed when landslides toppled homes in 10 barangays. In Barangay Crescencia, located near the city's downtown district, 12 were killed when a section of Bokawkan Road collapsed on Thursday. In Barangay Irisan, 11 bodies were recovered and one reported missing. Eight more bodies were retrieved in Lower Kitma along Marcos highway.","Barangay Irisan, Baguio City",10km,mudslide,tropical_cyclone,medium,unknown,11.0,,Tropical Depression Parma,,,glc,1234.0,Philippines,PH,Cordillera Administrative Region,0.0,Tuba,1.86535,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.5583,16.4064
abs-cbnnews,http://www.abs-cbnnews.com/nation/regions/11/14/10/rains-trigger-bulusan-lahar-flow,2723,11/14/2010 12:00:00 AM,,"Barangay Cogon(?), Irosin town, Bulusan volcano, Sorsogon","11/14/2010 6:52 PM   Rains triggered a lahar flow down the slopes of the restive Bulusan volcano in Sorsogon province on Sunday.  The lahar flow occurred in Barangay Cogon, Irosin town, according to ABS-CBN News’ Jeff Canoy.  It did not affect residents’ properties.   Villagers, however, expressed fears saying that it could worsen if the rains continue.  Lahar is a type of mudflow or debris flow composed of pyroclastic material, rocky debris, and water. The material flows down from a volcano, typically along a river valley.","Barangay Cogon(?), Irosin town, Bulusan volcano, Sorsogon",5km,lahar,rain,small,unknown,0.0,,Volcanic eruptoin,,,glc,2723.0,Philippines,PH,Bicol,3408.0,Monbon,2.7243,09/11/2014 05:53:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,124.0328,12.7512
Philstar,http://www.philstar.com/nation/2015/06/30/1471792/flood-hits-zamboanga-villages,7070,06/30/2015 12:00:00 AM,,Barangay Patalong,Several areas in at least five villages went underwater as heavy rains continued Tuesday. No structure was damaged in Barangay Patalong by the landslide.,Barangay Patalong,5km,landslide,downpour,small,unknown,0.0,0.0,,,,glc,7070.0,Philippines,PH,Autonomous Region in Muslim Mindanao,2173.0,Sinubong,3.73877,07/06/2015 02:37:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,121.9325,7.0611
archives.pia,http://archives.pia.gov.ph/?m=7&r=R08&id=48859&y=2011&mo=10,4023,10/21/2011 03:30:00 AM,,"Sitio Cugao, Barangay Guinsurungan, Catbalogan City, Samar","A young mother and her three children were killed, and two houses were totally damaged, after a landslide that occurred 3:30 in the morning of October 21, at Sitio Cugao, Barangay Guinsurungan, Catbalogan City in the province of Samar. Gozon said eight houses were affected, two of which were totally damaged. The two houses were owned by Ong and a Leonora Villalino.The residents of the barangay claimed they heard a loud sound and suddenly the landslide occurred. Members of the 8th Infantry Division and the Philippine National Police in Catbalogan City were the first to respond, the residents added.A big crack is visible at the top portion of the hillside, he said so the advice is to relocate the affected residents. The barangay captain, the local social workers, the city risk reduction and management council and the affected residents met immediately in the afternoon of October 21.","Sitio Cugao, Barangay Guinsurungan, Catbalogan City, Samar",1km,landslide,downpour,medium,unknown,4.0,,,,,glc,4023.0,Philippines,PH,Eastern Visayas,68081.0,Catbalogan,0.23392,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,124.8872,11.7771
Newsday,http://www.newsday.com/news/world/super-typhoon-haima-hits-philippines-causes-flooding-landslides-1.12480474,9654,10/19/2016 11:00:00 PM,,"Longlong, La Trinidad","Two construction workers died when a landslide buried their shanty in La Trinidad town in the mountain province of Benguet, officials said, while two villagers perished in another landslide and another was swept away in a river and remains missing in Ifugao province, near Benguet.","Longlong, La Trinidad",1km,landslide,tropical_cyclone,medium,unknown,2.0,0.0,Lawin,,,glc,9654.0,Philippines,PH,Cordillera,41258.0,La Trinidad,0.96385,10/25/2016 12:47:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.5733,16.4512
shanghaidaily,http://www.shanghaidaily.com/article/article_xinhua.asp?id=9329,3915,08/12/2011 12:00:00 AM,,"Kinayao village, Bagumbayan town, Mindanao Sultan Kudarat province, S Philippines","3 killed, 15 homes destroyed, livestock swept away in floods.  # additional injuries.  Landslide buried homes and people","Kinayao village, Bagumbayan town, Mindanao Sultan Kudarat province, S Philippines",10km,landslide,rain,medium,unknown,3.0,,,,,glc,3915.0,Philippines,PH,Soccsksargen,4003.0,Tuka,3.16796,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,124.5618,6.5368
Inquirer,http://newsinfo.inquirer.net/825578/3-killed-1-hurt-in-rizal-landslide,9615,10/15/2016 10:00:00 PM,,"Ithan, Binangonan","Major Virgilio Perez Jr., public information officer of the military’s Southern Luzon Command, citing reports from Binangonan Mayor Cecilio Ynares, said the landslide destroyed three houses in Barangay (village) Ithan around 10:00 p.m.","Ithan, Binangonan",25km,landslide,tropical_cyclone,medium,unknown,3.0,1.0,Karen,,,glc,9615.0,Philippines,PH,Mimaropa,219204.0,Binangonan,1.26006,10/19/2016 12:07:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,121.1982,14.4544
Philippine Information Agency,http://www.pia.gov.ph/?m=1&t=1&id=34279,3512,05/19/2011 04:00:00 PM,,"Barangay Linao, San Isidro, Davao del Norte","May 25 as of 11:00 a.m. (PIA)—Intermittent heavy rains in Davao del Norte since Friday till Monday caused flashfloods in the towns of Sto. Tomas and Braulio E. Dujali, and landslides in San Isidro. … Meanwhile, data gathered from PSDWO Davao del Norte showed that eight families in San Isidro were affected by two landslide incidents that occurred on May 19 at around 4:00 p.m. in Barangay Linao and on May 24 at around 2:00 a.m. in Barangay Datu Balong.  Reports from the Municipal Mayor’s Office of San Isidro revealed that one house was partially damaged in Barangay Linao while the rest of six affected families in the same barangay claimed losses of various agricultural crops.","Barangay Linao, San Isidro, Davao del Norte",25km,landslide,downpour,medium,unknown,,,,,,glc,3512.0,Philippines,PH,Davao,2936.0,Suz-on,6.92533,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,125.669611,7.743877992
mb,http://www.mb.com.ph/articles/272661/landslides-affect-economy-mountain-province,2251,08/15/2010 12:00:00 AM,,"Halsema highway, Mt. Data to Bontoc section, Gonogon(?), Sabangan town, Cordillera","August 16, 2010, 5:22pm  BONTOC, Mountain Province — Economic activities in this capital town and its environs have been greatly affected for over a week now after the occurrence of a huge mountain slide along the stretch of the Halsema highway, particularly in Gonogon, Sabangan town which has not yet been cleared despite relentless efforts to do so.  Engr. Alexander Castaneda, assistant regional director of the Department of Public Works and Highways (DPWH) in the Cordillera, described the mountain slide to be more than 100 meters in height and damaged 80 to 90 meters of the highways during heavy and continuous rains over the past several days.  Castaneda said that the government crew and some private contractors are working round the clock, except during heavy rains to clear the road from the huge slide.  Castaneda said the agency is doing all their best to open up the road but the gravity of the slide coupled with the occurrence of continuous heavy rains is preventing them from imme","Halsema highway, Mt. Data to Bontoc section, Gonogon(?), Sabangan town, Cordillera",25km,complex,downpour,medium,unknown,0.0,,,,,glc,2251.0,Philippines,PH,Cordillera Administrative Region,0.0,Sabangan,3.40094,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.911,16.9752
GMA News,http://www.gmanetwork.com/news/story/516206/news/nation/1-027-stranded-due-to-storm-egay-landslide-displaces-2-families-in-palawan,7074,07/04/2015 05:00:00 PM,,Km 35 and 37 at Montible-Napsan Road in Puerto Princesa City,,Km 35 and 37 at Montible-Napsan Road in Puerto Princesa City,25km,landslide,tropical_cyclone,small,unknown,0.0,0.0,Tropical Storm Egay,,,glc,7074.0,Philippines,PH,Mimaropa,4141.0,Irahuan,21.05386,07/06/2015 03:08:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,118.5489,9.6811
KazInform,http://www.inform.kz/kaz/article/2620253,5759,01/11/2014 09:00:00 AM,,Pili-an-Kandalid Rd Monkayo,"DAVAO CITY, Philippines (Xinhua) - At least one person got injured and hundreds fled as a low pressure area (LPA) hovering over southern Philippines triggered landslides and flooding there, local officials said today.  Several houses were also destroyed as parts of a gold-rich mining village in Monkayo, a town in Southern Philippine province of Compostela Valley, were hit by two landslide incidents today, Chief Inspector Jed Clamor, regional police spokesperson for Southern Mindanao, said. At around 2 a.m. today, a five-year-old boy sustained injuries in a landslide occurred in the mining community of Mt. Diwata, Monkayo. Another landslide hit the area around 9 a.m., destroying a house but causing no further injuries, Clamor said.",Pili-an-Kandalid Rd Monkayo,10km,landslide,tropical_cyclone,medium,unknown,5.0,7.0,Agaton,,,glc,5759.0,Philippines,PH,Davao,3215.0,Babag,12.16943,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,126.1632,7.794
News Today,http://www.thenewstoday.info/2009/08/18/landslide.hit.areas.in.tubungan.declared.danger.zone.html,1075,08/08/2009 07:00:00 PM,,"Igtuble, Tubungan, Iloilo","Three barangays in the town of Tubungan, Iloilo will be declared a permanent danger zone after last week’s massive landslide which caused the displacement of more than 2,000 residents. The path of the mudflow was from the boundary barangays of Igpaho and Igtuble going towards Barangay Molina. The Mayor estimates more or less 1,000 persons will be evacuated as mud and rocks continue to roll down the two villages starting 7pm Saturday due to continuous rain. No casualties or injuries were reported. Local officials said they fear that Igtuble and Molina will be erased from the map of Tubungan because of the massive landslide.","Igtuble, Tubungan, Iloilo",25km,complex,tropical_cyclone,large,unknown,0.0,,Typhoon Kiko,,,glc,1075.0,Philippines,PH,Western Visayas,0.0,Tubungan,5.28904,01/08/2016 06:43:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,122.2686,10.8111
gmanetwork,http://www.gmanetwork.com/news/story/244447/news/regions/ndrrmc-landslides-hit-negros-romblon-35-more-families-evacuated?ref=latest,4137,01/10/2012 03:50:00 PM,,"Malasibog and Paitan villages in Escalante City, Negros Occidental","At least 35 more families in Negros Occidental have been evacuated from their homes amid landslides triggered by the tail-end of a cold front, the National Disaster Risk Reduction and Management Council said Friday. In its 8 a.m. update, the NDRRMC said the 35 families were from Malasibog and Paitan villages in Escalante City in Negros Occidental. It said one landslide in Negros Occidental was recorded last Jan. 10 at 3:50 p.m. in Malasibog and Paitan villages in Escalante City, with the residents being evacuated to safer areas.","Malasibog and Paitan villages in Escalante City, Negros Occidental",10km,landslide,rain,medium,unknown,0.0,,,,,glc,4137.0,Philippines,PH,Western Visayas,39177.0,Escalante,0.48405,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,123.495,10.8388
Northbound Philippines,http://northboundasia.com/2016/08/16/roads-baguio-city-open-cautious-crdrrmo/#.V8nYq_krKUk,9494,08/16/2016 12:00:00 AM,,Gurel – Bokod – Kabayan – Buguias – Abatan Road,"In the Province of Benguet, the seven kilometer Gurel – Bokod – Kabayan – Buguias – Abatan Road (Halsema Highway) is closed due to mud and debris flow.",Gurel – Bokod – Kabayan – Buguias – Abatan Road,25km,debris_flow,rain,medium,above_road,0.0,0.0,,,,glc,9494.0,Philippines,PH,Cordillera,0.0,Kabayan,1.13896,09/02/2016 08:06:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.8333,16.6319
gmanetwork,http://www.gmanetwork.com/news/story/248510/news/regions/man-killed-in-ilocos-sur-landslide-1-missing-in-pampanga-flood,4207,02/17/2012 12:00:00 AM,,"Lacong village in Tagudin town, Ilocos Sur","A 40-year-old man was killed in a landslide in Ilocos Sur in the wake of floods and landslides brought by a low-pressure area and the tail-end of a cold front this week, the National Disaster Risk Reduction and Management Council said. In its 7 a.m. Saturday update, the NDRRMC also said a resident of Pampanga was missing in the wake of the floods and landslides. The NDRRMC identified the fatality as Gerito ""Jerry"" Leal, 40, a resident of Lacong village in Tagudin town in Ilocos Sur. It said Leal is the second fatality in the wake of floods and landslides brought by heavy rain after Ceferino Caballero, 53, died after their motor banca capsized off Camarines Norte.","Lacong village in Tagudin town, Ilocos Sur",25km,landslide,downpour,medium,unknown,1.0,,,,,glc,4207.0,Philippines,PH,Ilocos,0.0,Sudipen,3.54556,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.4786,16.9332
News VideoNews,http://news.videonews.us/landslide-kills-3-people-in-southern-philippines-1944566.html,9094,12/18/2015 12:00:00 AM,,Tigbaw : Landslides triggered by incessant rain killed three people and left another person missing in the northern Philippines on Saturday afternoon*,"Landslides triggered by incessant rain killed three people and left another person missing in the northern Philippines on Saturday afternoon as rains spawned by tropical depression Onyok created further havoc in Typhoon Melor’s path.  Reports from national and local disaster monitoring agencies have put the latest death toll after a week of devastating weather at 41.  Provincial Disaster Risk Reduction and Management Office chairman Dr. Henry Buzar told GMA News that the landslide happened around 1.30 p.m. (0530GMT) amid heavy rains in Quezon province.  Among the dead were a one-year-old and a 10-year-old, while a four-year-old girl remains missing.  Buzar said that four houses were buried and several minor landslide incidents were reported in different parts of the province.  Almost 10,000 people have been evacuated in the Philippines south.",,unknown,landslide,continuous_rain,medium,natural_slope,3.0,0.0,,,,glc,9094.0,Philippines,PH,Bicol,3119.0,Tigbaw,5.91516,07/21/2016 01:46:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,123.6452,12.1512
gmanetwork,http://www.gmanetwork.com/news/story/247878/news/regions/ndrrmc-floods-from-low-pressure-area-cause-p9-531-m-damage,4193,02/12/2012 12:00:00 AM,,"Brgy. Patitinan in Sangay, Camarines Sur","Brgy. Patitinan in Sangay, Camarines Sur was impassable due to a landslide while Brgy. Baliwag Viejo, Minalabac, Camarines Sur was affected by the overflowing of the Bicol River. Buhi River in Camarines Sur also overflowed. Floods caused by a low-pressure area that entered Philippine territory last week before dissipating Monday have caused at least P9.531 million in damage, the National Disaster Risk Reduction and Management Council said Tuesday.","Brgy. Patitinan in Sangay, Camarines Sur",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,4193.0,Philippines,PH,Bicol,3847.0,Sagnay,0.23643,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,123.5215,13.6048
cnn,http://www.cnn.com/2011/11/07/world/americas/colombia-landslide/http:/www.abs-cbnnews.com/nation/regions/11/08/11/landslide-strands-motorists-aurora-village,4042,11/09/2011 05:00:00 PM,,"Maria, Aurora","A landslide that hit a village in the town of Maria, Aurora closed off a major road in the province, authorities said. More than 70 vehicles were stranded on Monday because of the debris.The landslide occurred at around 5 p.m.No casualties were reported.Authorities were able to clear the road in Barangay Wenceslao 3 hours after the landslide. The clearing operation lasted for about 30 minutes.","Maria, Aurora",25km,landslide,downpour,medium,unknown,0.0,,,,,glc,4042.0,Philippines,PH,Central Luzon,6807.0,Maria Aurora,1.66169,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,121.4667,15.7833
bloomberg,http://www.bloomberg.com/apps/news?pid=20601087&sid=aeR4uMvN0LVo,1193,09/26/2009 12:00:00 AM,,Manilla,"As much as 25 percent of Manila experienced flooding, according to the government, and the rains caused landslides in areas around the capital. The storm dropped more than a month’s rain on northern Manila, the weather bureau said. About 411 millimeters (16 inches) fell there, exceeding the September monthly average of 391 millimeters and the bureau’s record for one day of 331 millimeters in 1967. Thirty more people either drowned, were electrocuted, buried in landslides, struck by fallen trees and collapsed walls or suffered a heart attack in Manila, as well as the provinces of Laguna, Batangas, Quezon, Cavite and Apayao.",Manilla,5km,landslide,tropical_cyclone,medium,unknown,,,Tropical Storm Ondoy (Ketsana),,,glc,1193.0,Philippines,PH,Metro Manila,10444527.0,Manila,0.73709,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.9762,14.601
sunstar,http://www.sunstar.com.ph/cebu/local-news/2011/08/27/landslides-hit-argao-naga-towns-175611,3945,08/25/2011 08:30:00 PM,,"Barangay Bulasa , Naga City","LANDSLIDES caused by rains blocked a road in the southern town of Argao and almost hit several houses in the City of Naga last Thursday night. No one was killed or injured in both incidents, authorities said.","Barangay Bulasa , Naga City",10km,landslide,downpour,medium,unknown,2.0,,,,,glc,3945.0,Philippines,PH,Bicol,4418.0,Palestina,4.60649,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,123.2806,13.6396
newsinfo.inquirer,http://newsinfo.inquirer.net/breakingnews/regions/view/20080731-151855/DPWH-start-clearing-operations-on-closed-N-Luzon-roads,673,07/27/2008 12:00:00 AM,,"Northern Luzon, Baay Bridge, Ambalading, Salacoop bridge; Ilocos","blocked roads from landslides and flooding, heavy rain for over 2 hours","Northern Luzon, Baay Bridge, Ambalading, Salacoop bridge; Ilocos",unknown,landslide,tropical_cyclone,medium,unknown,,,Typhoon Igme (Fung-Wong),,,glc,673.0,Philippines,PH,Cordillera Administrative Region,0.0,Lagangilang,5.45203,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.7744,17.58
Philippine Daily Inquirer,http://newsinfo.inquirer.net/655816/landslide-threat-prompts-re-evacuation-of-camarines-sur-village,6435,12/08/2014 09:00:00 AM,,Sta. Rosa del Sur,"Pasacao Mayor Niño Tayco said the families went back to their homes on Monday morning but had to return to the evacuation center as a small portion of a steep hill above a row of houses gave way, sending a boulder rolling down near one of the houses.",Sta. Rosa del Sur,25km,rock_fall,tropical_cyclone,small,unknown,0.0,0.0,Ruby,,,glc,6435.0,Philippines,PH,Bicol,10531.0,Pasacao,1.1651,12/09/2014 03:44:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,123.0319,13.5107
mb,http://www.mb.com.ph/articles/281669/heavy-rains-trigger-floods-cebu,2584,10/10/2010 12:00:00 AM,,Mandaue City,"Several barangays in Cebu City and Mandaue City were flooded as heavy rains poured during the weekend, causing pocket landslides and cave-ins, the City Disaster and Coordinating Council reported Monday. Despite efforts by the city’s Department of Public Services in cleaning up sewerages and canals, floods reaching waist deep occurred in various areas in the metropolis as a result of heavy downpour. Persistent rains also caused a pre-war tunnel to collapse, destroying a portion of a two-storey house in sitio Maracas, Nivel Hills, in Lahug.",Mandaue City,10km,mudslide,downpour,medium,unknown,0.0,,,,,glc,2584.0,Philippines,PH,Central Visayas,331320.0,Mandaue City,2.26364,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,123.9054,10.3355
www.sunstar.com.ph,http://www.sunstar.com.ph/bacolod/local-news/2013/10/08/ilog-hinobaan-under-state-calamity-307464,5586,10/07/2013 12:00:00 AM,,"Barangay Dungga And Near Maricalum Proper, Sipalay City, Western Visayas","In Sipalay City, Alvarez also reported that landslides were reported in Barangay Dungga and near Maricalum proper and that 500 families evacuated. She asked the DPWH to send their equipment to clear the area, she said.","Barangay Dungga And Near Maricalum Proper, Sipalay City, Western Visayas",25km,landslide,downpour,large,unknown,0.0,,,,,glc,5586.0,Philippines,PH,Western Visayas,3433.0,Cabadiangan,0.51569,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,122.4786,9.7534
cdrc-phil,http://www.cdrc-phil.com/cordillera-region-battered-by-super-typhoon-juan/,2631,10/18/2010 12:00:00 AM,,"Claveria-Calanasan rd, Apayao province, CAR","Apayao roads were closed before midday on October 18, 2010 due to landslides and road obstacles such as fallen trees and debris carried by strong rains and winds. The rage of Typhoon Juan affected the whole province but the municipalities mostly affected were Pudtol, Kalanasan, Conner and Kabugao.  In Kabugao, there were 200 partially damaged houses and 50 totally damaged houses followed by Conner, Pudtol, Sta. Marcela and Kabugao with more than 200 partially damaged houses. Province wide, the total partially damaged houses was recorded at 1,089 and 58 totally damaged houses.  The road connecting the province to Cagayan and other provincial roads were closed such as the Claveria-Calanasan and Lenneng-Kabugao due to overflowing of the Maranas River and landslides.","Claveria-Calanasan rd, Apayao province, CAR",25km,landslide,tropical_cyclone,medium,unknown,0.0,,Supertyphoon Juan (Megi),,,glc,2631.0,Philippines,PH,Cagayan Valley,0.0,Santa Praxedes,16.76907,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,121.0642,18.4281
www.pia.gov.ph,http://www.pia.gov.ph/news/index.php?article=1141361459444,4762,02/20/2013 10:30:00 PM,,"Barangay Del Remedio, Sulat, Eastern Samar, Eastern Visayas,","Two days of incessant rain brought flooding and landslides in Eastern Visayas on February 20. A major landslide was reported by the Department of Public Works and Highways Region 8 to have occurred at 10:30 p.m. of February 20, along the Taft-Borongan Highway particularly in Barangay del Remedios, Sulat, Eastern Samar, causing the blockade of the road by about 6,000 cubic meters of debris.","Barangay Del Remedio, Sulat, Eastern Samar, Eastern Visayas,",unknown,landslide,rain,medium,unknown,,,,,,glc,4762.0,Philippines,PH,Eastern Visayas,2276.0,Nena,6.20499,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,125.3731,11.8006
